League,Year,PlayerID
427623,2016,359.p.3727
427623,2016,359.p.4269
427623,2016,359.p.5046
427623,2016,359.p.5228
427623,2016,359.p.5448
427623,2016,359.p.5479
427623,2016,359.p.5521
427623,2016,359.p.5854
427623,2016,359.p.5888
427623,2016,359.p.5897
427623,2016,359.p.5967
427623,2016,359.p.6169
427623,2016,359.p.6243
427623,2016,359.p.6314
427623,2016,359.p.6337
427623,2016,359.p.6339
427623,2016,359.p.6341
427623,2016,359.p.6346
427623,2016,359.p.6390
427623,2016,359.p.6402
427623,2016,359.p.6405
427623,2016,359.p.6474
427623,2016,359.p.6558
427623,2016,359.p.6624
427623,2016,359.p.6663
427623,2016,359.p.6704
427623,2016,359.p.6760
427623,2016,359.p.6762
427623,2016,359.p.6763
427623,2016,359.p.6767
427623,2016,359.p.6770
427623,2016,359.p.6780
427623,2016,359.p.6783
427623,2016,359.p.6791
427623,2016,359.p.6792
427623,2016,359.p.6798
427623,2016,359.p.6849
427623,2016,359.p.6865
427623,2016,359.p.6894
427623,2016,359.p.6896
427623,2016,359.p.7027
427623,2016,359.p.7069
427623,2016,359.p.7121
427623,2016,359.p.7177
427623,2016,359.p.7182
427623,2016,359.p.7184
427623,2016,359.p.7187
427623,2016,359.p.7190
427623,2016,359.p.7191
427623,2016,359.p.7200
427623,2016,359.p.7203
427623,2016,359.p.7223
427623,2016,359.p.7235
427623,2016,359.p.7237
427623,2016,359.p.7241
427623,2016,359.p.7306
427623,2016,359.p.7321
427623,2016,359.p.7322
427623,2016,359.p.7389
427623,2016,359.p.7406
427623,2016,359.p.7426
427623,2016,359.p.7455
427623,2016,359.p.7467
427623,2016,359.p.7492
427623,2016,359.p.7505
427623,2016,359.p.7512
427623,2016,359.p.7520
427623,2016,359.p.7527
427623,2016,359.p.7544
427623,2016,359.p.7569
427623,2016,359.p.7695
427623,2016,359.p.7750
427623,2016,359.p.7751
427623,2016,359.p.7754
427623,2016,359.p.7755
427623,2016,359.p.7757
427623,2016,359.p.7760
427623,2016,359.p.7761
427623,2016,359.p.7766
427623,2016,359.p.7768
427623,2016,359.p.7769
427623,2016,359.p.7771
427623,2016,359.p.7773
427623,2016,359.p.7776
427623,2016,359.p.7777
427623,2016,359.p.7783
427623,2016,359.p.7792
427623,2016,359.p.7798
427623,2016,359.p.7801
427623,2016,359.p.7802
427623,2016,359.p.7806
427623,2016,359.p.7812
427623,2016,359.p.7813
427623,2016,359.p.7830
427623,2016,359.p.7840
427623,2016,359.p.7847
427623,2016,359.p.7858
427623,2016,359.p.7864
427623,2016,359.p.7865
427623,2016,359.p.7867
427623,2016,359.p.7868
427623,2016,359.p.7872
427623,2016,359.p.7875
427623,2016,359.p.7883
427623,2016,359.p.7884
427623,2016,359.p.7924
427623,2016,359.p.7943
427623,2016,359.p.7945
427623,2016,359.p.7956
427623,2016,359.p.7964
427623,2016,359.p.8001
427623,2016,359.p.8006
427623,2016,359.p.8028
427623,2016,359.p.8039
427623,2016,359.p.8063
427623,2016,359.p.8212
427623,2016,359.p.8261
427623,2016,359.p.8263
427623,2016,359.p.8266
427623,2016,359.p.8268
427623,2016,359.p.8269
427623,2016,359.p.8272
427623,2016,359.p.8273
427623,2016,359.p.8275
427623,2016,359.p.8277
427623,2016,359.p.8285
427623,2016,359.p.8287
427623,2016,359.p.8288
427623,2016,359.p.8291
427623,2016,359.p.8297
427623,2016,359.p.8301
427623,2016,359.p.8302
427623,2016,359.p.8327
427623,2016,359.p.8331
427623,2016,359.p.8332
427623,2016,359.p.8337
427623,2016,359.p.8339
427623,2016,359.p.8356
427623,2016,359.p.8362
427623,2016,359.p.8370
427623,2016,359.p.8380
427623,2016,359.p.8383
427623,2016,359.p.8416
427623,2016,359.p.8418
427623,2016,359.p.8422
427623,2016,359.p.8424
427623,2016,359.p.8432
427623,2016,359.p.8436
427623,2016,359.p.8446
427623,2016,359.p.8447
427623,2016,359.p.8491
427623,2016,359.p.8497
427623,2016,359.p.8504
427623,2016,359.p.8544
427623,2016,359.p.8561
427623,2016,359.p.8565
427623,2016,359.p.8607
427623,2016,359.p.8609
427623,2016,359.p.8623
427623,2016,359.p.8779
427623,2016,359.p.8780
427623,2016,359.p.8781
427623,2016,359.p.8782
427623,2016,359.p.8788
427623,2016,359.p.8790
427623,2016,359.p.8793
427623,2016,359.p.8795
427623,2016,359.p.8797
427623,2016,359.p.8801
427623,2016,359.p.8802
427623,2016,359.p.8812
427623,2016,359.p.8813
427623,2016,359.p.8817
427623,2016,359.p.8819
427623,2016,359.p.8821
427623,2016,359.p.8823
427623,2016,359.p.8826
427623,2016,359.p.8827
427623,2016,359.p.8831
427623,2016,359.p.8834
427623,2016,359.p.8838
427623,2016,359.p.8843
427623,2016,359.p.8844
427623,2016,359.p.8850
427623,2016,359.p.8854
427623,2016,359.p.8861
427623,2016,359.p.8862
427623,2016,359.p.8869
427623,2016,359.p.8870
427623,2016,359.p.8874
427623,2016,359.p.8877
427623,2016,359.p.8880
427623,2016,359.p.8890
427623,2016,359.p.8894
427623,2016,359.p.8901
427623,2016,359.p.8906
427623,2016,359.p.8907
427623,2016,359.p.8909
427623,2016,359.p.8912
427623,2016,359.p.8916
427623,2016,359.p.8926
427623,2016,359.p.8929
427623,2016,359.p.8930
427623,2016,359.p.8931
427623,2016,359.p.8935
427623,2016,359.p.8937
427623,2016,359.p.8944
427623,2016,359.p.8958
427623,2016,359.p.8967
427623,2016,359.p.8982
427623,2016,359.p.8986
427623,2016,359.p.9001
427623,2016,359.p.9010
427623,2016,359.p.9032
427623,2016,359.p.9037
427623,2016,359.p.9043
427623,2016,359.p.9045
427623,2016,359.p.9065
427623,2016,359.p.9066
427623,2016,359.p.9072
427623,2016,359.p.9078
427623,2016,359.p.9110
427623,2016,359.p.9123
427623,2016,359.p.9133
427623,2016,359.p.9136
427623,2016,359.p.9149
427623,2016,359.p.9153
427623,2016,359.p.9158
427623,2016,359.p.9219
427623,2016,359.p.9265
427623,2016,359.p.9267
427623,2016,359.p.9269
427623,2016,359.p.9271
427623,2016,359.p.9274
427623,2016,359.p.9277
427623,2016,359.p.9278
427623,2016,359.p.9279
427623,2016,359.p.9281
427623,2016,359.p.9282
427623,2016,359.p.9283
427623,2016,359.p.9284
427623,2016,359.p.9286
427623,2016,359.p.9289
427623,2016,359.p.9290
427623,2016,359.p.9291
427623,2016,359.p.9293
427623,2016,359.p.9294
427623,2016,359.p.9296
427623,2016,359.p.9298
427623,2016,359.p.9299
427623,2016,359.p.9302
427623,2016,359.p.9305
427623,2016,359.p.9306
427623,2016,359.p.9310
427623,2016,359.p.9311
427623,2016,359.p.9317
427623,2016,359.p.9321
427623,2016,359.p.9325
427623,2016,359.p.9326
427623,2016,359.p.9334
427623,2016,359.p.9335
427623,2016,359.p.9336
427623,2016,359.p.9340
427623,2016,359.p.9345
427623,2016,359.p.9347
427623,2016,359.p.9348
427623,2016,359.p.9352
427623,2016,359.p.9353
427623,2016,359.p.9356
427623,2016,359.p.9359
427623,2016,359.p.9360
427623,2016,359.p.9362
427623,2016,359.p.9366
427623,2016,359.p.9369
427623,2016,359.p.9372
427623,2016,359.p.9376
427623,2016,359.p.9378
427623,2016,359.p.9388
427623,2016,359.p.9395
427623,2016,359.p.9414
427623,2016,359.p.9429
427623,2016,359.p.9441
427623,2016,359.p.9444
427623,2016,359.p.9446
427623,2016,359.p.9448
427623,2016,359.p.9449
427623,2016,359.p.9452
427623,2016,359.p.9458
427623,2016,359.p.9466
427623,2016,359.p.9467
427623,2016,359.p.9472
427623,2016,359.p.9474
427623,2016,359.p.9480
427623,2016,359.p.9481
427623,2016,359.p.9495
427623,2016,359.p.9496
427623,2016,359.p.9505
427623,2016,359.p.9508
427623,2016,359.p.9513
427623,2016,359.p.9514
427623,2016,359.p.9520
427623,2016,359.p.9526
427623,2016,359.p.9527
427623,2016,359.p.9535
427623,2016,359.p.9537
427623,2016,359.p.9543
427623,2016,359.p.9545
427623,2016,359.p.9547
427623,2016,359.p.9554
427623,2016,359.p.9560
427623,2016,359.p.9567
427623,2016,359.p.9568
427623,2016,359.p.9596
427623,2016,359.p.9601
427623,2016,359.p.9608
427623,2016,359.p.9666
427623,2016,359.p.9668
427623,2016,359.p.9673
427623,2016,359.p.9678
427623,2016,359.p.9691
427623,2016,359.p.9705
427623,2016,359.p.9707
427623,2016,359.p.9758
427623,2016,359.p.9803
427623,2016,359.p.23976
427623,2016,359.p.23977
427623,2016,359.p.23978
427623,2016,359.p.23980
427623,2016,359.p.23982
427623,2016,359.p.23983
427623,2016,359.p.23984
427623,2016,359.p.23985
427623,2016,359.p.23987
427623,2016,359.p.23988
427623,2016,359.p.23989
427623,2016,359.p.23990
427623,2016,359.p.23991
427623,2016,359.p.23994
427623,2016,359.p.23995
427623,2016,359.p.23996
427623,2016,359.p.23997
427623,2016,359.p.23999
427623,2016,359.p.24001
